collection,pack_dir,agent_id,agent_name,version,domain,domain_basis,source_domain,functional_owner,primary_use_case,priority_tier,priority_rank,readiness_status,has_readiness,has_evidence,source_path,source_checksum,skills_count,tools_count,policies_count,source_tags_domain,source_tags_level,source_tags_use_case,manifest_path,canonical_concept_key,exact_duplicate_group_id,overlap_group_ids
github-agents-v1,executive-demo-curator-github-pack,executive-demo-curator-github-pack,ExecutiveDemoCurator Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Executive Demo Curator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-06/executive-demo-curator.agent.md,fff434bcbee0e8b526edbc1eb311307a87ca67d25a3cf5f14ed3c53611688c56,17,3,1,sales; marketing; executive,department,executivedemocurator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/executive-demo-curator-github-pack/manifest.json,executivedemocurator,,overlap-executive-board-strategy
github-agents-v1,executive-sponsor-tracker-github-pack,executive-sponsor-tracker-github-pack,ExecutiveSponsorTracker Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Executive Sponsor Tracker.",long_tail,P2,ready,yes,yes,.github/agents/cycle-09/executive-sponsor-tracker.agent.md,8584e1b52dcb8e3c13ec713c6aa0cebec0575f89d84d3c470a947f69d2d7fe3b,17,3,1,marketing; customer-success; executive,department,executivesponsortracker; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/executive-sponsor-tracker-github-pack/manifest.json,executivesponsortracker,,overlap-executive-board-strategy
github-agents-v1,executive-summary-bot-github-pack,executive-summary-bot-github-pack,ExecutiveSummaryBot Agent,1.2.0,executivo,prompt-domain+rules,Executivos e Estratégia,CEO / Chief of Staff,"Use when producing concise executive summaries, highlighting decisions, risks, and actions from complex operational context.",especialista,P1,ready,yes,yes,.github/agents/cycle-02/executive-summary-bot.agent.md,81e09dc3a4ca573e7937a7902cd6b8c38789528f517d63e65ddfaf46cec58c34,17,3,1,marketing; finance; executive,department,executivesummarybot; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/executive-summary-bot-github-pack/manifest.json,executivesummarybot,,overlap-compliance-risk-audit; overlap-executive-board-strategy
github-agents-v1,expansion-mapper-github-pack,expansion-mapper-github-pack,ExpansionMapper Agent,1.2.0,CS,manual-override,Executivos e Estratégia,VP Customer Success,"Use when evaluating expansion opportunities, geographic or segment growth paths, and market-entry prioritization.",especialista,P1,ready,yes,yes,.github/agents/cycle-01/expansion-mapper.agent.md,9cc46e98998ce0175bedb8d07f91e1d0a997fa0c8ca6a6eba6029b8cfd10966b,17,3,1,marketing; analytics; executive,specialist,expansionmapper; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/expansion-mapper-github-pack/manifest.json,expansionmapper,dup-009,overlap-brand-market-competitive
github-agents-v1,failed-payment-retrier-github-pack,failed-payment-retrier-github-pack,FailedPaymentRetrier Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Failed Payment Retrier.",especialista,P1,ready,yes,yes,.github/agents/cycle-12/failed-payment-retrier.agent.md,d172861a73a2f6ae3a023587080843da259ed692aaa43b1374e2a2697e853301,17,3,1,marketing; finance; executive,specialist,failedpaymentretrier; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/failed-payment-retrier-github-pack/manifest.json,failedpaymentretrier,,overlap-cash-billing-collections
github-agents-v1,false-positive-reducer-github-pack,false-positive-reducer-github-pack,FalsePositiveReducer Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para False Positive Reducer.",long_tail,P2,ready,yes,yes,.github/agents/cycle-15/false-positive-reducer.agent.md,a9d78939143b858aa82b309f58753e022b4d1342747afa181af1a5a537e6c3ec,17,3,1,marketing; customer-success; executive,specialist,falsepositivereducer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/false-positive-reducer-github-pack/manifest.json,falsepositivereducer,,
github-agents-v1,faq-auto-responder-github-pack,faq-auto-responder-github-pack,FAQAutoResponder Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para FAQ Auto Responder.",long_tail,P2,ready,yes,yes,.github/agents/cycle-09/faq-auto-responder.agent.md,1b369c8494437dcf082be3a11368926b6a7d5fc58e62cd027eabd0ee1216211a,17,3,1,marketing; customer-success; executive,specialist,faqautoresponder; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/faq-auto-responder-github-pack/manifest.json,faqautoresponder,,overlap-support-ticket-sla
github-agents-v1,fast-quoter-github-pack,fast-quoter-github-pack,FastQuoter Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Use when accelerating quote generation, standardizing pricing components, and reducing quote turnaround in active deals.",especialista,P1,ready,yes,yes,.github/agents/cycle-05/fast-quoter.agent.md,a2ffdf6842fbd2c00939139f42c03aef52e0b2b4752bfc058fd498cd7c28480d,17,3,1,sales; marketing; executive,specialist,fastquoter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/fast-quoter-github-pack/manifest.json,fastquoter,,overlap-pipeline-forecast-deal-risk; overlap-pricing-discount-quote
github-agents-v1,feature-heatmapper-github-pack,feature-heatmapper-github-pack,FeatureHeatmapper Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Feature Heatmapper.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/feature-heatmapper.agent.md,ac934f979a8ec77af7ccf5f3003ac609cb8f1620986fd207404313b1418de879,17,3,1,marketing; product; executive,specialist,featureheatmapper; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/feature-heatmapper-github-pack/manifest.json,featureheatmapper,,overlap-product-launch-feedback
github-agents-v1,financial-ratio-calculator-github-pack,financial-ratio-calculator-github-pack,FinancialRatioCalculator Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Financial Ratio Calculator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-13/financial-ratio-calculator.agent.md,8613a1613edd5f2c3fc89e8c576cb120f6d2253cfc01b2dee665327d5f970e6d,17,3,1,marketing; finance; executive,specialist,financialratiocalculator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/financial-ratio-calculator-github-pack/manifest.json,financialratiocalculator,,overlap-fpna-budget-cost
github-agents-v1,follow-up-ghost-github-pack,follow-up-ghost-github-pack,FollowUpGhost Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when planning follow-up cadence, reducing lead stagnation, and improving response rates in active pipelines.",experimental,P3,ready,yes,yes,.github/agents/cycle-03/follow-up-ghost.agent.md,789a27a4f80ce091de61f87b67e419e787f719159eb10e18987aa68427f3838a,17,3,1,sales; marketing; executive,specialist,followupghost; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/follow-up-ghost-github-pack/manifest.json,followupghost,,overlap-pipeline-forecast-deal-risk; overlap-lead-prospecting-outreach
github-agents-v1,forecast-rollup-github-pack,forecast-rollup-github-pack,ForecastRollup Agent,1.2.0,vendas,manual-override,Executivos e Estratégia,CRO / VP Sales,"Use when consolidating multi-team forecasts, reconciling assumptions, and preparing executive forecast confidence views.",especialista,P1,ready,yes,yes,.github/agents/cycle-02/forecast-rollup.agent.md,2dc6624dcd576d0f09b2a0f7a80d86f12e11d0187278495ce9b7d062374b6881,17,3,1,marketing; finance; executive,specialist,forecastrollup; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/forecast-rollup-github-pack/manifest.json,forecastrollup,,overlap-pipeline-forecast-deal-risk; overlap-executive-board-strategy
github-agents-v1,forecasting-modeler-github-pack,forecasting-modeler-github-pack,ForecastingModeler Agent,1.2.0,vendas,prompt-domain+rules,RevOps e Inteligência,CRO / VP Sales,"Estruturar analise, decisao e plano de execucao para Forecasting Modeler.",especialista,P1,ready,yes,yes,.github/agents/cycle-10/forecasting-modeler.agent.md,410359ec6cb21196fa04662d01ca487079e351b70b789f99d68d2cf6c36d72b0,17,3,1,marketing; finance; executive,specialist,forecastingmodeler; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/forecasting-modeler-github-pack/manifest.json,forecastingmodeler,,overlap-pipeline-forecast-deal-risk; overlap-fpna-budget-cost
github-agents-v1,funnel-leak-detector-github-pack,funnel-leak-detector-github-pack,FunnelLeakDetector Agent,1.2.0,ops,prompt-domain+rules,RevOps e Inteligência,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Funnel Leak Detector.",long_tail,P2,ready,yes,yes,.github/agents/cycle-10/funnel-leak-detector.agent.md,cdda41054030a63bfe24fa07d6e5ce24c0c15b23add197425bc7c9a094f84991,17,3,1,marketing; finance; executive,specialist,funnelleakdetector; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/funnel-leak-detector-github-pack/manifest.json,funnelleakdetector,,
github-agents-v1,fx-risk-manager-github-pack,fx-risk-manager-github-pack,FXRiskManager Agent,1.2.0,financeiro,manual-override,Executivos e Estratégia,CFO / Finance Ops,"Use when assessing foreign exchange exposure, hedging trade-offs, and executive FX risk mitigation strategy.",especialista,P1,ready,yes,yes,.github/agents/cycle-02/fx-risk-manager.agent.md,64f3889787beae2ab0a79cc8062a08bc70c639424765b25128563c5bf5e48720,17,3,1,marketing; finance; executive,department,fxriskmanager; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/fx-risk-manager-github-pack/manifest.json,fxriskmanager,,overlap-fpna-budget-cost; overlap-compliance-risk-audit; overlap-executive-board-strategy
github-agents-v1,gamification-master-github-pack,gamification-master-github-pack,GamificationMaster Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when designing sales gamification mechanics, incentive loops, and engagement systems aligned with revenue goals.",especialista,P1,ready,yes,yes,.github/agents/cycle-04/gamification-master.agent.md,f9bf5a35b153ce8e6e142f80d9dae7428787093843cb9963d1944fa6950c0403,17,3,1,sales; marketing; executive,specialist,gamificationmaster; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/gamification-master-github-pack/manifest.json,gamificationmaster,,overlap-pipeline-forecast-deal-risk
github-agents-v1,gatekeeper-bypass-github-pack,gatekeeper-bypass-github-pack,GatekeeperBypass Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,Use when designing respectful access strategies to decision-makers while navigating gatekeeper and process barriers.,experimental,P3,ready,yes,yes,.github/agents/cycle-04/gatekeeper-bypass.agent.md,b0a30c6235ce3d33f1fffe7b37f3baa14a4a47db91525dc14d658e555f244e89,17,3,1,sales; marketing; executive,specialist,gatekeeperbypass; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/gatekeeper-bypass-github-pack/manifest.json,gatekeeperbypass,,overlap-process-workflow-automation
github-agents-v1,geospatial-expansion-mapper-github-pack,geospatial-expansion-mapper-github-pack,GeospatialExpansionMapper Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Geospatial Expansion Mapper.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/geospatial-expansion-mapper.agent.md,a62900d9c9ebef238db02c9fddc25ca5273661ee864a0907088932a03b2bb8e5,17,3,1,marketing; analytics; executive,specialist,geospatialexpansionmapper; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/geospatial-expansion-mapper-github-pack/manifest.json,geospatialexpansionmapper,,
github-agents-v1,ghosting-preventer-github-pack,ghosting-preventer-github-pack,GhostingPreventer Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Use when preventing deal ghosting, detecting engagement drop-off, and defining proactive reactivation strategies.",experimental,P3,ready,yes,yes,.github/agents/cycle-05/ghosting-preventer.agent.md,6d94ef5e884954d1c57bf34549c11c3b7e6840061bd925456b34d531031c82ec,17,3,1,sales; marketing; executive,specialist,ghostingpreventer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/ghosting-preventer-github-pack/manifest.json,ghostingpreventer,,overlap-pipeline-forecast-deal-risk
github-agents-v1,gl-anomaly-detector-github-pack,gl-anomaly-detector-github-pack,GLAnomalyDetector Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para GL Anomaly Detector.",long_tail,P2,ready,yes,yes,.github/agents/cycle-13/gl-anomaly-detector.agent.md,1b35044c9dddb6e7d5c3e622adf9a738fb557b5659eabe1a34ca266e9139b1fa,17,3,1,marketing; finance; executive,specialist,glanomalydetector; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/gl-anomaly-detector-github-pack/manifest.json,glanomalydetector,,overlap-data-analytics-dashboard
github-agents-v1,global-brand-localizer-github-pack,global-brand-localizer-github-pack,GlobalBrandLocalizer Agent,1.2.0,marketing,manual-override,Executivos e Estratégia,CMO / Growth,Use when adapting global brand strategy to local markets while preserving core positioning and governance standards.,especialista,P1,ready,yes,yes,.github/agents/cycle-02/global-brand-localizer.agent.md,8b18d49d663156921ec2dfcfa7a9245ae49840f20886b68d1e769826dad50118,17,3,1,marketing; finance; executive,specialist,globalbrandlocalizer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/global-brand-localizer-github-pack/manifest.json,globalbrandlocalizer,,overlap-brand-market-competitive
github-agents-v1,gtm-alignment-scorer-github-pack,gtm-alignment-scorer-github-pack,GTMAlignmentScorer Agent,1.2.0,ops,prompt-domain+rules,RevOps e Inteligência,COO / RevOps,"Estruturar analise, decisao e plano de execucao para GTM Alignment Scorer.",long_tail,P2,ready,yes,yes,.github/agents/cycle-10/gtm-alignment-scorer.agent.md,eca25fde8d7a361829c6b5dba4197cb97737f95f4d2725a20e219d1b635a660a,17,3,1,marketing; finance; executive,specialist,gtmalignmentscorer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/gtm-alignment-scorer-github-pack/manifest.json,gtmalignmentscorer,,
github-agents-v1,health-score-architect-github-pack,health-score-architect-github-pack,HealthScoreArchitect Agent,1.2.0,CS,manual-override,Executivos e Estratégia,VP Customer Success,"Use when designing health score frameworks, risk indicators, and executive intervention triggers for account stability.",especialista,P1,ready,yes,yes,.github/agents/cycle-02/health-score-architect.agent.md,6b03b5c7b2531552f58eb42c0c551dd1bf9bbc7559021cb875c1890228daadbe,17,3,1,marketing; finance; executive,department,healthscorearchitect; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/health-score-architect-github-pack/manifest.json,healthscorearchitect,,overlap-cs-health-retention; overlap-compliance-risk-audit; overlap-executive-board-strategy
github-agents-v1,health-score-trigger-github-pack,health-score-trigger-github-pack,HealthScoreTrigger Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para Health Score Trigger.",especialista,P1,ready,yes,yes,.github/agents/cycle-09/health-score-trigger.agent.md,354102822e0fded1bd7029be646232df12d9ff3a7a27b9bd33d8b1433d59eeb8,17,3,1,marketing; customer-success; executive,specialist,healthscoretrigger; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/health-score-trigger-github-pack/manifest.json,healthscoretrigger,,overlap-cs-health-retention
github-agents-v1,high-risk-jurisdiction-pinger-github-pack,high-risk-jurisdiction-pinger-github-pack,HighRiskJurisdictionPinger Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para High Risk Jurisdiction Pinger.",especialista,P1,ready,yes,yes,.github/agents/cycle-14/high-risk-jurisdiction-pinger.agent.md,b8dc96e179eed3663ae10855a67417d4c1c3272255a00ac14248431dda4b2964,17,3,1,marketing; compliance; executive,specialist,highriskjurisdictionpinger; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/high-risk-jurisdiction-pinger-github-pack/manifest.json,highriskjurisdictionpinger,,overlap-compliance-risk-audit
github-agents-v1,icp-refiner-github-pack,icp-refiner-github-pack,ICPRefiner Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Fechamento,CRO / VP Sales,"Use when refining ICP definitions, tightening qualification boundaries, and improving target-fit precision across sales motions.",especialista,P1,ready,yes,yes,.github/agents/cycle-05/icp-refiner.agent.md,5122aab8c97e1d8ff6d0df6bee48fae52ec6e8ba35c71d90faf195046c94ec82,17,3,1,sales; marketing; executive,specialist,icprefiner; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/icp-refiner-github-pack/manifest.json,icprefiner,,overlap-lead-prospecting-outreach
github-agents-v1,id-verification-matcher-github-pack,id-verification-matcher-github-pack,IDVerificationMatcher Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para ID Verification Matcher.",long_tail,P2,ready,yes,yes,.github/agents/cycle-14/id-verification-matcher.agent.md,d7c483c268f78b4b0b9bb2a3c0b317c90049ec65e6aef34584aa266add62e51c,17,3,1,marketing; compliance; executive,specialist,idverificationmatcher; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/id-verification-matcher-github-pack/manifest.json,idverificationmatcher,,overlap-kyc-aml-fraud
github-agents-v1,implementer-github-pack,implementer-github-pack,Implementer Agent,1.2.0,ops,manual-override,Geral,COO / Platform Ops,"Use when implementing or updating instructions, custom agents, skills, prompts, and hooks from an approved plan.",core,P0,ready,yes,yes,.github/agents/implementer.agent.md,9a7d7fd15405c0a79b1da3798c4d5cf9ac1e74c0360fd8ede7dfa15e25a0188a,17,6,1,marketing; analytics; executive,suite,implementer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/implementer-github-pack/manifest.json,implementer,,
github-agents-v1,inbound-scorer-github-pack,inbound-scorer-github-pack,InboundScorer Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when scoring inbound leads, prioritizing qualification queues, and improving conversion focus for sales teams.",especialista,P1,ready,yes,yes,.github/agents/cycle-03/inbound-scorer.agent.md,f260f905d4a4dd8209eb509ec2adfa7f82c1f087792db4c87dd9a3322c258981,17,3,1,sales; marketing; executive,specialist,inboundscorer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/inbound-scorer-github-pack/manifest.json,inboundscorer,,overlap-lead-prospecting-outreach
github-agents-v1,incident-post-mortem-drafter-github-pack,incident-post-mortem-drafter-github-pack,IncidentPostMortemDrafter Agent,1.2.0,compliance,prompt-domain+rules,Fintech/Risco/Compliance,General Counsel / Compliance Officer,"Estruturar analise, decisao e plano de execucao para Incident Post Mortem Drafter.",long_tail,P2,ready,yes,yes,.github/agents/cycle-15/incident-post-mortem-drafter.agent.md,57892044bc6f11ea758ed1a7ef00ad01569d39f46c0be17dbe42fdfbd55fd896,17,3,1,marketing; customer-success; executive,specialist,incidentpostmortemdrafter; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/incident-post-mortem-drafter-github-pack/manifest.json,incidentpostmortemdrafter,,overlap-support-ticket-sla
github-agents-v1,influencer-vettor-github-pack,influencer-vettor-github-pack,InfluencerVettor Agent,1.2.0,marketing,prompt-domain+rules,Marketing Growth,CMO / Growth,"Estruturar analise, decisao e plano de execucao para Influencer Vettor.",long_tail,P2,ready,yes,yes,.github/agents/cycle-08/influencer-vettor.agent.md,7df1d3201a3252f21c05d93e2f44d33a867d7483b5e71c9159a4e718318c2e54,17,3,1,marketing; customer-success; executive,specialist,influencervettor; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/influencer-vettor-github-pack/manifest.json,influencervettor,,
github-agents-v1,instance-right-sizer-github-pack,instance-right-sizer-github-pack,InstanceRightSizer Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Instance Right Sizer.",long_tail,P2,ready,yes,yes,.github/agents/cycle-12/instance-right-sizer.agent.md,4db8bbcbf35f18c3bde985d344be8828875945df07d53420fde3438485d08008,17,3,1,marketing; finance; executive,specialist,instancerightsizer; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/instance-right-sizer-github-pack/manifest.json,instancerightsizer,,
github-agents-v1,intent-decoder-github-pack,intent-decoder-github-pack,IntentDecoder Agent,1.2.0,vendas,prompt-domain+rules,Vendas e Prospecção,CRO / VP Sales,"Use when decoding buyer intent signals, prioritizing outreach urgency, and clarifying intent confidence levels.",long_tail,P2,ready,yes,yes,.github/agents/cycle-03/intent-decoder.agent.md,a3ba03cef5986a6f6f4947ffe139561226c88a954f4c2172ab1d2919f4524765,17,3,1,sales; marketing; executive,specialist,intentdecoder; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/intent-decoder-github-pack/manifest.json,intentdecoder,,overlap-lead-prospecting-outreach
github-agents-v1,invoice-generator-github-pack,invoice-generator-github-pack,InvoiceGenerator Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para Invoice Generator.",especialista,P1,ready,yes,yes,.github/agents/cycle-12/invoice-generator.agent.md,507665636bfcb1a2cce135c8a99f998b0dbca1d6c71695e9daff118d844df8c4,17,3,1,marketing; finance; executive,specialist,invoicegenerator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/invoice-generator-github-pack/manifest.json,invoicegenerator,,overlap-cash-billing-collections
github-agents-v1,ip-infringement-scraper-github-pack,ip-infringement-scraper-github-pack,IPInfringementScraper Agent,1.2.0,financeiro,prompt-domain+rules,Financeiro/Jurídico/Administrativo,CFO / Finance Ops,"Estruturar analise, decisao e plano de execucao para IP Infringement Scraper.",experimental,P3,ready,yes,yes,.github/agents/cycle-12/ip-infringement-scraper.agent.md,84a66011888bd52019ade27ac8ec529affd386abcbe2a510c572cfaf248942b0,17,3,1,marketing; finance; executive,specialist,ipinfringementscraper; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/ip-infringement-scraper-github-pack/manifest.json,ipinfringementscraper,,
github-agents-v1,journey-architect-github-pack,journey-architect-github-pack,JourneyArchitect Agent,1.2.0,CS,manual-override,Executivos e Estratégia,VP Customer Success,"Use when redesigning customer journey, reducing friction points, and aligning executive priorities for lifecycle outcomes.",long_tail,P2,ready,yes,yes,.github/agents/cycle-01/journey-architect.agent.md,949046cd68e7ad99e6652bafaaa3a8b999f6698b11804c04524869cb055a5568,17,3,1,marketing; customer-success; executive,department,journeyarchitect; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/journey-architect-github-pack/manifest.json,journeyarchitect,,overlap-executive-board-strategy; overlap-product-launch-feedback
github-agents-v1,journey-drop-off-locator-github-pack,journey-drop-off-locator-github-pack,JourneyDropOffLocator Agent,1.2.0,ops,prompt-domain+rules,Dados e BI,COO / RevOps,"Estruturar analise, decisao e plano de execucao para Journey Drop Off Locator.",long_tail,P2,ready,yes,yes,.github/agents/cycle-11/journey-drop-off-locator.agent.md,9282a6f47561f7b8470bb4f0038449b1ff9d16aa7764370ec1dd3e2784f7f5f0,17,3,1,marketing; product; executive,specialist,journeydropofflocator; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/journey-drop-off-locator-github-pack/manifest.json,journeydropofflocator,,overlap-product-launch-feedback
github-agents-v1,kb-gap-identifier-github-pack,kb-gap-identifier-github-pack,KBGapIdentifier Agent,1.2.0,CS,prompt-domain+rules,Customer Success e Suporte,VP Customer Success,"Estruturar analise, decisao e plano de execucao para KB Gap Identifier.",long_tail,P2,ready,yes,yes,.github/agents/cycle-09/kb-gap-identifier.agent.md,183f0fc2a8c6375d2728c1ff3d21eece5a748edebf609ad3d7e52d23cf01df55,17,3,1,marketing; customer-success; executive,specialist,kbgapidentifier; github-source-compiled; data-processing; prescriptive-recommendations; memory-writeback; segment-adaptation; multi-agent-collaboration; cross-signal-fusion,packages/agent-packs/github-agents-v1/kb-gap-identifier-github-pack/manifest.json,kbgapidentifier,,overlap-support-ticket-sla
